uniprot_accession,standard_inchi_key,canonical_smiles,compound_name,protein_fragment,avg_predictions
P0DTC2_sp,QWLNINWUBHHOLU-UHFFFAOYSA-N,Cn1c(=O)c(C(=O)NCCO)c(O)c2ncc(Cc3ccc(F)cc3)cc21,GSK-364735,SPIKE_SARS2_glycoprotein,6.5524336134577625
P0DTC2_sp,UOBYJVFBFSLCTQ-UHFFFAOYSA-N,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,TMC-647055,SPIKE_SARS2_glycoprotein,6.538511146305316
P0DTC2_sp,IXXFZUPTQVDPPK-ZAWHAJPISA-N,CCC1OC(=O)C(C)(F)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)OC12C,solithromycin,SPIKE_SARS2_glycoprotein,6.537957162824379
P0DTC2_sp,VNIWZCGZPBJWBI-UHFFFAOYSA-N,Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,BMS-707035,SPIKE_SARS2_glycoprotein,6.510562196262191
P0DTC2_sp,YYACLQUDUDXAPA-MRXNPFEDSA-N,O=C(c1c(F)ccc(NS(=O)(=O)N2CCC(F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,PLX-8394,SPIKE_SARS2_glycoprotein,6.494366576603623
P0DTC2_sp,RZEXSKXQNAZHMZ-GXZIAACASA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(O)C1C,LM 565,SPIKE_SARS2_glycoprotein,6.461392397489877
P0DTC2_sp,YFGQJKBUXPKSAW-YSTAXILLSA-N,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,LANATOSIDE A,SPIKE_SARS2_glycoprotein,6.4065748749730576
P0DTC2_sp,CVAKNHIXTWLGJO-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1N1CCC(N2CCCC2)CC1,balamapimod,SPIKE_SARS2_glycoprotein,6.3817295660735
P0DTC2_sp,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,RIFAXIMIN,SPIKE_SARS2_glycoprotein,6.381306928470933
P0DTC2_sp,RWWYLEGWBNMMLJ-YSOARWBDSA-N,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,Remdesivir,SPIKE_SARS2_glycoprotein,6.369670013505134
P0DTC2_sp,GHASVSINZRGABV-UHFFFAOYSA-N,O=c1[nH]cc(F)c(=O)[nH]1,Fluorouracil,SPIKE_SARS2_glycoprotein,6.3527827115447515
P0DTC2_sp,WFTSRDISOMSAQC-ZNFOTRSXSA-N,CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1CC3CC(OC(=O)c4cc(OC)c(OC)c(OC)c4)C(OC)C(C(=O)OC)C3CC21,BIETASERPINE,SPIKE_SARS2_glycoprotein,6.322520932625368
P0DTC2_sp,ILAYIAGXTHKHNT-UHFFFAOYSA-N,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,Dapivirine,SPIKE_SARS2_glycoprotein,6.3196179670859305
P0DTC2_sp,URLYINUFLXOMHP-HTVVRFAVSA-N,CN1N=C(N)c2cn(C3OC(COP(=O)(O)O)C(O)C3O)c3ncnc1c23,Triciribine phosphate,SPIKE_SARS2_glycoprotein,6.313590824031202
P0DTC2_sp,ZSWMIFNWDQEXDT-ZESJGQACSA-N,CC1CN2c3c(cc4c(N5C(=O)OCC5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1,Zoliflodacin,SPIKE_SARS2_glycoprotein,6.289238188347976
P0DTC2_sp,OBJKLVFDRLAGJI-UHFFFAOYSA-N,COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(CCc3cccc(F)c3F)cc(=O)c3cccnc32)CC1,Goxalapladib,SPIKE_SARS2_glycoprotein,6.2699272854766885
P0DTC2_sp,QPDYBCZNGUJZDK-DNQXCXABSA-N,NC(N)=NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCN=C(N)N)c3OC3CCNC3)ncn2)c1OC1CCNC1,Brilacidin,SPIKE_SARS2_glycoprotein,6.266076971865916
P0DTC2_sp,HBOMLICNUCNMMY-XLPZGREQSA-N,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,ZIDOVUDINE,SPIKE_SARS2_glycoprotein,6.263655346731214
P0DTC2_sp,IXSVOCGZBUJEPI-HTQYORAHSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cc(N7CCN(CC(C)C)CC7)cc(=O)c6nc5c4c3=C2O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Rifalazil,SPIKE_SARS2_glycoprotein,6.262108955416119
P0DTC2_sp,KSOVGRCOLZZTPF-QMKUDKLTSA-N,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,R-763,SPIKE_SARS2_glycoprotein,6.260383903016708
P0DTC2_sp,QDUIJCOKQCCXQY-WHJQOFBOSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CSC12)c1nsc(N)n1,cefozopran,SPIKE_SARS2_glycoprotein,6.2552872873460545
P0DTC2_sp,VJYKVCURWJGLPG-IQZGDKDPSA-N,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,Omadacycline,SPIKE_SARS2_glycoprotein,6.25127681437309
P0DTC2_sp,XACKNLSZYYIACO-DJLDLDEBSA-N,CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,EDOXUDINE,SPIKE_SARS2_glycoprotein,6.245820691788222
P0DTC2_sp,ZAJXXUDARPGGOC-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,MP-412,SPIKE_SARS2_glycoprotein,6.243437071104832
P0DTC2_sp,CGBJSGAELGCMKE-UHFFFAOYSA-N,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,Omipalisib,SPIKE_SARS2_glycoprotein,6.241899204201227
P0DTC2_sp,JUZYLCPPVHEVSV-LJQANCHMSA-N,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2C(CO)C(C)C,Elvitegravir,SPIKE_SARS2_glycoprotein,6.235801707544708
P0DTC2_sp,JAYAGJDXJIDEKI-PTGWOZRBSA-N,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,LANATOSIDE C,SPIKE_SARS2_glycoprotein,6.227936796976872
P0DTC2_sp,VKBBVOVNGWGZCA-HVIPQOSHSA-N,Cc1cc(Cl)c(OCCOc2ccc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)C4CNCC(C3)N4)cc2)c(Cl)c1,ACT-077825,SPIKE_SARS2_glycoprotein,6.223484884711442
P0DTC2_sp,WHMXDBPHBVLYRC-OFVILXPXSA-N,CC(C)Oc1ccc(C(=O)NC(CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc(C(C)O)c4n3)cc2)cc1Cl,GSK-923295,SPIKE_SARS2_glycoprotein,6.22097921068694
P0DTC2_sp,WTHRRGMBUAHGNI-LCYNINFDSA-N,CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)C(CSC3CN4CCC3CC4)CN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,QUINUPRISTIN,SPIKE_SARS2_glycoprotein,6.21346323657192
P0DTC2_sp,JSKFWUPVIZYJMR-UDOAKELVSA-N,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n(C4OC(CO)C(OC)C(O)C4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,Becatecarin,SPIKE_SARS2_glycoprotein,6.213094467325473
P0DTC2_sp,JLYAXFNOILIKPP-KXQOOQHDSA-N,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,ABT-263,SPIKE_SARS2_glycoprotein,6.2107932397467165
P0DTC2_sp,HOGVTUZUJGHKPL-HTVVRFAVSA-N,CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,API-2,SPIKE_SARS2_glycoprotein,6.207994513912228
P0DTC2_sp,GDCJHDUWWAKBIW-UHFFFAOYSA-N,COc1cccc2c1nc(C(F)F)n2-c1nc(-c2ccc(NS(=O)(=O)CCN(C)C)cc2)nc(N2CCOCC2)n1,PWT-33597,SPIKE_SARS2_glycoprotein,6.194485179881466
P0DTC2_sp,HJXPKHCLLLRQDL-HFCXZPKYSA-N,CC[n+]1ccc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(=NOC(C)C(=O)O)c4csc(N)n4)C3SC2)cc1,ME 1228,SPIKE_SARS2_glycoprotein,6.192862293594826
P0DTC2_sp,XVAPNQFQPDAROQ-CAPSWCROSA-N,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,LANATOSIDE B,SPIKE_SARS2_glycoprotein,6.190833778609017
P0DTC2_sp,PWAUCHMQEXVFJR-PMAPCBKXSA-N,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,cefpiramide,SPIKE_SARS2_glycoprotein,6.17931883510185
P0DTC2_sp,OGIAVRWXUPYGGC-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1,BMS-903452,SPIKE_SARS2_glycoprotein,6.17413716007176
P0DTC2_sp,GBJVVSCPOBPEIT-UHFFFAOYSA-N,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,Barasertib,SPIKE_SARS2_glycoprotein,6.171362424360395
P0DTC2_sp,OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,Saracatinib,SPIKE_SARS2_glycoprotein,6.166037005199779
P0DTC2_sp,NVSWJKWHLUTHLP-CPJSRVTESA-N,CC(CC1(c2nn[nH]n2)c2ccc(C(=O)N(C)C)cc2CCc2cc(C(=O)N(C)C)ccc21)NCC(=O)N1CCCC1C#N,ALS-2-0426,SPIKE_SARS2_glycoprotein,6.150651242405143
P0DTC2_sp,IYJMSDVSVHDVGT-PEQKVOOWSA-N,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,MEDIGOXIN,SPIKE_SARS2_glycoprotein,6.148690136043252
P0DTC2_sp,USZYSDMBJDPRIF-SVEJIMAYSA-N,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,Aclarubicin,SPIKE_SARS2_glycoprotein,6.1432224136832865
P0DTC2_sp,NERXPXBELDBEPZ-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,HKI-357,SPIKE_SARS2_glycoprotein,6.142551902783603
P0DTC2_sp,BEUQXVWXFDOSAQ-UHFFFAOYSA-N,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,Taselisib,SPIKE_SARS2_glycoprotein,6.1415413533989005
P0DTC2_sp,ZWBTYMGEBZUQTK-PVLSIAFMSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,rifabutin,SPIKE_SARS2_glycoprotein,6.136389489981214
P0DTC2_sp,GBABOYUKABKIAF-IELIFDKJSA-N,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,Vinorelbine,SPIKE_SARS2_glycoprotein,6.134448897183845
P0DTC2_sp,NMDYYWFGPIMTKO-HBVLKOHWSA-N,CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,Vinflunine,SPIKE_SARS2_glycoprotein,6.128300943294167
P0DTC2_sp,RYYNGWLOYLRZLK-RBUKOAKNSA-N,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,PF-03814735,SPIKE_SARS2_glycoprotein,6.126439398895157
P0DTC2_sp,ASSNCSVJAZEMQG-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)c2cc(Cc3c(C(=O)N(C)C)[nH]c4ccc(Cl)cc34)oc2c1OC,AR-709,SPIKE_SARS2_glycoprotein,6.125809313746762
P0DTC2_sp,LCMWDFXRHRLQPG-UHFFFAOYSA-N,CN1CCN(C2CCC(n3cc(-c4ccc(NS(=O)(=O)c5cccc(Cl)c5Cl)c(F)c4)c4c(N)ncnc43)CC2)CC1,BSF-466895,SPIKE_SARS2_glycoprotein,6.124536694795804
P0DTC2_sp,VCFBPAOSTLMYIV-SANMLTNESA-N,CS(=O)(=O)Nc1ccc(C(=O)OC(Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCC1CC1,CHF-6001,SPIKE_SARS2_glycoprotein,6.122001503077363
P0DTC2_sp,HJXPKHCLLLRQDL-UHFFFAOYSA-N,CC[n+]1ccc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(=NOC(C)C(=O)O)c4csc(N)n4)C3SC2)cc1,ME-1228,SPIKE_SARS2_glycoprotein,6.116379867015236
P0DTC2_sp,NNBGCSGCRSCFEA-UHFFFAOYSA-N,COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1,Rilapladib,SPIKE_SARS2_glycoprotein,6.10920792892612
P0DTC2_sp,CJXAEXPPLWQRFR-UHFFFAOYSA-N,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,Clemizol,SPIKE_SARS2_glycoprotein,6.1051093276250015
P0DTC2_sp,YFXGICNMLCGLHJ-RSKRLRQZSA-N,COc1nc(N)nc2c1ncn2C1OC(COP(=O)(NC(C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)C(O)C1(C)O,INX-08189,SPIKE_SARS2_glycoprotein,6.101017568299872
P0DTC2_sp,XEAOPVUAMONVLA-QGZVFWFLSA-N,NC(=O)C(CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,Avagacestat,SPIKE_SARS2_glycoprotein,6.09925459305006
P0DTC2_sp,JEGGQYICWGMXOZ-GMPMKFSHSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN=CN5CCCCC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,FCE-22250,SPIKE_SARS2_glycoprotein,6.098599357554375
P0DTC2_sp,NCXMLFZGDNKEPB-FFPOYIOWSA-N,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,NATAMYCIN,SPIKE_SARS2_glycoprotein,6.097392214366415
P0DTC2_sp,HCCFUFNFJIUPHS-UMIMETMPSA-N,C[n+]1ccc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)C(=NOC(C)(C)C(=O)[O-])c4csc(N)n4)C3S(=O)C2)cc1,CM-40876,SPIKE_SARS2_glycoprotein,6.097267277981366
P0DTC2_sp,HPLNQCPCUACXLM-PGUFJCEWSA-N,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],ABT-737,SPIKE_SARS2_glycoprotein,6.094622208235387
P0DTC2_sp,LQVXSNNAFNGRAH-QHCPKHFHSA-N,CC1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807,SPIKE_SARS2_glycoprotein,6.094536264105836
P0DTC2_sp,AZSNMRSAGSSBNP-XPNPUAGNSA-N,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,Ivermectin,SPIKE_SARS2_glycoprotein,6.09260460688583
P0DTC2_sp,GVKXFVCXBFGBCD-QKDMMWSPSA-N,COC(=O)C1C(O)C2(O)c3c(OC)cc(OC4OC(C(O)CO)COC4OC)cc3OC2(c2ccc(OC)cc2)C1c1ccccc1,Silvestrol,SPIKE_SARS2_glycoprotein,6.087467826023984
P0DTC2_sp,RANJJVIMTOIWIN-UHFFFAOYSA-N,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,T 98475,SPIKE_SARS2_glycoprotein,6.08730262255221
P0DTC2_sp,DZMVCVHATYROOS-ZBFGKEHZSA-N,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C,Soblidotin,SPIKE_SARS2_glycoprotein,6.08668652109455
P0DTC2_sp,YVPXVXANRNDGTA-WDYNHAJCSA-N,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,Cepharanthine,SPIKE_SARS2_glycoprotein,6.085178659984168
P0DTC2_sp,JWNPDZNEKVCWMY-VQHVLOKHSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,Neratinib,SPIKE_SARS2_glycoprotein,6.081350332590973
P0DTC2_sp,GWRSATNRNFYMDI-UHFFFAOYSA-N,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,TAK-960,SPIKE_SARS2_glycoprotein,6.080515044068866
P0DTC2_sp,PPUXXDKQNAHHON-BJLQDIEVSA-N,CCC(NC(=O)C(CS(=O)(=O)CC1CC1)NC(c1ccc(F)cc1)C(F)(F)F)C(=O)C(=O)NC1CC1,VBY-825,SPIKE_SARS2_glycoprotein,6.069561951655406
P0DTC2_sp,WLAVZAAODLTUSW-UHFFFAOYSA-N,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1,Sitravatinib,SPIKE_SARS2_glycoprotein,6.069294402508032
P0DTC2_sp,QBKSWRVVCFFDOT-UHFFFAOYSA-N,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Gossypol,SPIKE_SARS2_glycoprotein,6.068554233260798
P0DTC2_sp,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,VALRUBICIN,SPIKE_SARS2_glycoprotein,6.065253549528794
P0DTC2_sp,CXQHYVUVSFXTMY-UHFFFAOYSA-N,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,Foretinib,SPIKE_SARS2_glycoprotein,6.061980280865319
P0DTC2_sp,XDSXYMOZKDUASY-INIZCTEOSA-N,N#Cc1c(N)nc(N)nc1NC(c1nc2c(F)ccc(Cl)c2c(=O)n1-c1cccnc1)C1CC1,GS-9901,SPIKE_SARS2_glycoprotein,6.059942354697832
P0DTC2_sp,QYQDKDWGWDOFFU-IUODEOHRSA-N,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,cefotiam,SPIKE_SARS2_glycoprotein,6.055800550052984
P0DTC2_sp,AYUNIORJHRXIBJ-TXHRRWQRSA-N,C=CCNC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,17-AAG,SPIKE_SARS2_glycoprotein,6.055658483810611
P0DTC2_sp,BHXLLRXDAYEMPP-SBGRAJFYSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CSC12)c1csc(N)n1,cefoselis,SPIKE_SARS2_glycoprotein,6.049180872299618
P0DTC2_sp,YPHMISFOHDHNIV-FSZOTQKASA-N,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,Cycloheximide,SPIKE_SARS2_glycoprotein,6.0465997940217635
P0DTC2_sp,WDZCUPBHRAEYDL-GZAUEHORSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Rifapentine,SPIKE_SARS2_glycoprotein,6.045862405450587
P0DTC2_sp,UIRKNQLZZXALBI-MSVGPLKSSA-N,CC(C)C(CCC(C)C1CCC2C3C(O)CC4CC(NCCCNCCCCN)CCC4(C)C3CCC12C)OS(=O)(=O)O,squalamine,SPIKE_SARS2_glycoprotein,6.045273556740948
P0DTC2_sp,BMQGVNUXMIRLCK-OAGWZNDDSA-N,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,Cabazitaxel,SPIKE_SARS2_glycoprotein,6.042806832110026
