uniprot_accession,standard_inchi_key,canonical_smiles,compound_name,protein_fragment,avg_predictions
P0DTD1_3cl,ILAYIAGXTHKHNT-UHFFFAOYSA-N,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,Dapivirine,3CL-PRO,6.584015652376235
P0DTD1_3cl,KMUNHOKTIVSFRA-KXFIGUGUSA-N,Nc1nc2c(ncn2C=C2CC2(CO)CO)c(=O)[nH]1,Filociclovir,3CL-PRO,6.541783723141057
P0DTD1_3cl,JUZYLCPPVHEVSV-LJQANCHMSA-N,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2C(CO)C(C)C,Elvitegravir,3CL-PRO,6.4618699319238555
P0DTD1_3cl,URLYINUFLXOMHP-HTVVRFAVSA-N,CN1N=C(N)c2cn(C3OC(COP(=O)(O)O)C(O)C3O)c3ncnc1c23,Triciribine phosphate,3CL-PRO,6.3850467503526005
P0DTD1_3cl,HAYYBYPASCDWEQ-UHFFFAOYSA-N,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,Entrectinib,3CL-PRO,6.231346989015769
P0DTD1_3cl,YYACLQUDUDXAPA-MRXNPFEDSA-N,O=C(c1c(F)ccc(NS(=O)(=O)N2CCC(F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,PLX-8394,3CL-PRO,6.208347406628204
P0DTD1_3cl,KSOVGRCOLZZTPF-QMKUDKLTSA-N,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,R-763,3CL-PRO,6.157840857587033
P0DTD1_3cl,RZEXSKXQNAZHMZ-GXZIAACASA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(O)C1C,LM 565,3CL-PRO,6.137134113534328
P0DTD1_3cl,PPUXXDKQNAHHON-BJLQDIEVSA-N,CCC(NC(=O)C(CS(=O)(=O)CC1CC1)NC(c1ccc(F)cc1)C(F)(F)F)C(=O)C(=O)NC1CC1,VBY-825,3CL-PRO,6.11244663106225
P0DTD1_3cl,SOLUWJRYJLAZCX-LYOVBCGYSA-N,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1C3CCC(C3)OC1C2,Bictegravir,3CL-PRO,6.102832804612665
P0DTD1_3cl,CJXAEXPPLWQRFR-UHFFFAOYSA-N,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,Clemizol,3CL-PRO,6.085367063649712
P0DTD1_3cl,WHMXDBPHBVLYRC-OFVILXPXSA-N,CC(C)Oc1ccc(C(=O)NC(CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc(C(C)O)c4n3)cc2)cc1Cl,GSK-923295,3CL-PRO,6.0807605943492575
P0DTD1_3cl,ZAJXXUDARPGGOC-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,MP-412,3CL-PRO,6.069434033141631
P0DTD1_3cl,LLYYNOVSVPBRGV-MVNKZKPCSA-N,C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)C(N)C(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,Valnemulin,3CL-PRO,6.062864027588544
P0DTD1_3cl,WFTSRDISOMSAQC-ZNFOTRSXSA-N,CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1CC3CC(OC(=O)c4cc(OC)c(OC)c(OC)c4)C(OC)C(C(=O)OC)C3CC21,BIETASERPINE,3CL-PRO,6.054343101176142
P0DTD1_3cl,RYYNGWLOYLRZLK-RBUKOAKNSA-N,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,PF-03814735,3CL-PRO,6.0506571163127685
P0DTD1_3cl,JGPXDNKSIXAZEQ-SBBZOCNPSA-N,O=C(O)C1C2CCC(CC2)C1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,Pimodivir,3CL-PRO,6.042885684172728
P0DTD1_3cl,WKDACQVEJIVHMZ-UHFFFAOYSA-N,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,TAK-901,3CL-PRO,6.036366838138752
P0DTD1_3cl,VHRSUDSXCMQTMA-PJHHCJLFSA-N,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,METHYLPREDNISOLONE,3CL-PRO,6.0326660109246575
P0DTD1_3cl,QBKSWRVVCFFDOT-UHFFFAOYSA-N,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Gossypol,3CL-PRO,6.0285473058999255
P0DTD1_3cl,WVUNYSQLFKLYNI-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,Pelitinib,3CL-PRO,6.025838094960022
P0DTD1_3cl,PFWVGKROPKKEDW-UHFFFAOYSA-N,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,Vidupiprant,3CL-PRO,6.018622215051842
P0DTD1_3cl,QPDYBCZNGUJZDK-DNQXCXABSA-N,NC(N)=NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCN=C(N)N)c3OC3CCNC3)ncn2)c1OC1CCNC1,Brilacidin,3CL-PRO,6.015909024525372
P0DTD1_3cl,ACWZRVQXLIRSDF-UHFFFAOYSA-N,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,Binimetinib,3CL-PRO,6.014559473190944
P0DTD1_3cl,CVAKNHIXTWLGJO-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1N1CCC(N2CCCC2)CC1,balamapimod,3CL-PRO,6.013045176041784
P0DTD1_3cl,IPMQOGDSJZQLFX-BIBZJUPHSA-N,NC(=O)C1(NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2csc3ccccc23)NC(=O)C2CCCNC2)CCNCC1,Relamorelin,3CL-PRO,6.010310566368497
P0DTD1_3cl,NERXPXBELDBEPZ-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,HKI-357,3CL-PRO,6.00864320799389
P0DTD1_3cl,VJLRLTSXTLICIR-UHFFFAOYSA-N,Cn1c(=NC#N)n(-c2ccc(C(C)(C)C#N)nc2)c2c3cc(-c4cnc(N)c(C(F)(F)F)c4)ccc3ncc21,Panulisib,3CL-PRO,6.008290110281226
P0DTD1_3cl,IFGWYHGYNVGVRB-UHFFFAOYSA-N,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,ARRY-797,3CL-PRO,6.007631955725827
P0DTD1_3cl,GBJVVSCPOBPEIT-UHFFFAOYSA-N,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,Barasertib,3CL-PRO,6.005516120311638
P0DTD1_3cl,JLYAXFNOILIKPP-KXQOOQHDSA-N,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,ABT-263,3CL-PRO,6.00503285032115
P0DTD1_3cl,IDUYJRXRDSPPRC-NRFANRHFSA-N,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,Oteseconazole,3CL-PRO,6.0020466507022405
P0DTD1_3cl,VJYKVCURWJGLPG-IQZGDKDPSA-N,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,Omadacycline,3CL-PRO,6.001999420264208
P0DTD1_3cl,WSTUJEXAPHIEIM-UHFFFAOYSA-N,CC(C)NC(=O)C1CCC(n2c(NC(=O)c3ccc(F)cc3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,Belizatinib,3CL-PRO,5.999802425267776
P0DTD1_3cl,YPHMISFOHDHNIV-FSZOTQKASA-N,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,Cycloheximide,3CL-PRO,5.997923997286049
P0DTD1_3cl,BTTNOGHPGJANSW-IBGZPJMESA-N,CC(=O)NCC1CN(c2ccc(-c3ccc(CNCc4cn[nH]n4)cc3)c(F)c2)C(=O)O1,RX-01-667,3CL-PRO,5.995210609419963
P0DTD1_3cl,BLMPQMFVWMYDKT-NZTKNTHTSA-N,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,carfilzomib,3CL-PRO,5.993223232598844
P0DTD1_3cl,OBJKLVFDRLAGJI-UHFFFAOYSA-N,COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(CCc3cccc(F)c3F)cc(=O)c3cccnc32)CC1,Goxalapladib,3CL-PRO,5.982003135155586
P0DTD1_3cl,RWEVIPRMPFNTLO-UHFFFAOYSA-N,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O,AZD8330,3CL-PRO,5.979845556516453
P0DTD1_3cl,ZVYVPGLRVWUPMP-FYSMJZIKSA-N,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2C(N)CC3,EXATECAN,3CL-PRO,5.9786228790178155
P0DTD1_3cl,GNNDEPIMDAZHRQ-UHFFFAOYSA-N,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,Altiratinib,3CL-PRO,5.978317944180604
P0DTD1_3cl,HSGZLFWXBIVLBD-LBPRGKRZSA-N,CC(=O)NCC1CN(c2cc(F)c(N3CCS(=O)(=O)CC3)c(F)c2)C(=O)O1,PNU-288034,3CL-PRO,5.973488715667126
P0DTD1_3cl,HBOMLICNUCNMMY-XLPZGREQSA-N,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,ZIDOVUDINE,3CL-PRO,5.965561506710349
P0DTD1_3cl,GHASVSINZRGABV-UHFFFAOYSA-N,O=c1[nH]cc(F)c(=O)[nH]1,Fluorouracil,3CL-PRO,5.965462645787328
P0DTD1_3cl,HOGVTUZUJGHKPL-HTVVRFAVSA-N,CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,API-2,3CL-PRO,5.964248698158363
P0DTD1_3cl,ZGRDYKFVDCFJCZ-UHFFFAOYSA-N,CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,AZD-8835,3CL-PRO,5.960849256324927
P0DTD1_3cl,LNMRSSIMGCDUTP-UHFFFAOYSA-N,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,Pexmetinib,3CL-PRO,5.956472285505763
P0DTD1_3cl,FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,Regorafenib,3CL-PRO,5.952081875079417
P0DTD1_3cl,YZCUMZWULWOUMD-NDEPHWFRSA-N,COc1cc(F)ccc1-c1cc(Nc2cc(CS(C)(=N)=O)ccn2)ncc1F,BAY-1251152,3CL-PRO,5.946048235308334
P0DTD1_3cl,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,RIFAXIMIN,3CL-PRO,5.9459928287724155
P0DTD1_3cl,FMHQJXGMLMSMLC-WBUYAQKGSA-N,CCC1(C)CC(OC(=O)CSc2n[nH]c(N)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,AZAMULIN,3CL-PRO,5.944818889747276
P0DTD1_3cl,QAGYKUNXZHXKMR-HKWSIXNMSA-N,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,Nelfinavir,3CL-PRO,5.938165349439933
P0DTD1_3cl,WUWFMDMBOJLQIV-UHFFFAOYSA-N,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,Tosufloxacin,3CL-PRO,5.93787367621812
P0DTD1_3cl,ZVZRDFTXNAZBOX-UWVGGRQHSA-N,CC(N)C(=O)NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,PD-131112,3CL-PRO,5.936510484068815
P0DTD1_3cl,JAHDAIPFBPPQHQ-GDLZYMKVSA-N,C#Cc1cccc(-c2cc(=O)n(C)c3ccc(C(O)(c4ccc(Cl)cc4)c4cncn4C)cc23)c1,OSI-754,3CL-PRO,5.934685990919904
P0DTD1_3cl,BEUQXVWXFDOSAQ-UHFFFAOYSA-N,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,Taselisib,3CL-PRO,5.934173306795031
P0DTD1_3cl,ZSWMIFNWDQEXDT-ZESJGQACSA-N,CC1CN2c3c(cc4c(N5C(=O)OCC5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1,Zoliflodacin,3CL-PRO,5.930174335614459
P0DTD1_3cl,OGIAVRWXUPYGGC-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1,BMS-903452,3CL-PRO,5.929469023502425
P0DTD1_3cl,XACKNLSZYYIACO-DJLDLDEBSA-N,CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,EDOXUDINE,3CL-PRO,5.924689135732915
P0DTD1_3cl,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,Sertindole,3CL-PRO,5.921314604729526
P0DTD1_3cl,ZUZPCOQWSYNWLU-VIFPVBQESA-N,CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2NC(C)C(F)(F)F)c(F)c1,Cevipabulin,3CL-PRO,5.91700945794978
P0DTD1_3cl,VKBBVOVNGWGZCA-HVIPQOSHSA-N,Cc1cc(Cl)c(OCCOc2ccc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)C4CNCC(C3)N4)cc2)c(Cl)c1,ACT-077825,3CL-PRO,5.91572461704577
P0DTD1_3cl,LQVXSNNAFNGRAH-QHCPKHFHSA-N,CC1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,BMS-754807,3CL-PRO,5.914924158644223
P0DTD1_3cl,RXZMYLDMFYNEIM-UHFFFAOYSA-N,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,Milciclib,3CL-PRO,5.913833490642442
P0DTD1_3cl,DZZWHBIBMUVIIW-DTORHVGOSA-N,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,Sparfloxacin,3CL-PRO,5.912623638666812
P0DTD1_3cl,MNDBXUUTURYVHR-UHFFFAOYSA-N,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,Roflumilast,3CL-PRO,5.912432672255496
P0DTD1_3cl,XEAOPVUAMONVLA-QGZVFWFLSA-N,NC(=O)C(CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,Avagacestat,3CL-PRO,5.9121910873275585
P0DTD1_3cl,GISXTRIGVCKQBX-UHFFFAOYSA-N,Cn1c(CCCCCCC(=O)NO)nc2cc(N(CCCl)CCCl)ccc21,Tinostamustine,3CL-PRO,5.912169171970445
P0DTD1_3cl,ZHJGWYRLJUCMRT-QGZVFWFLSA-N,CC(Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,GSK-461364A,3CL-PRO,5.908144767282996
P0DTD1_3cl,IHIUGIVXARLYHP-UXNJHFGPSA-N,Cc1cc(C)c2c(c1)C(N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2CC1CCC(C(=O)O)CC1,evacetrapib,3CL-PRO,5.90738191877911
P0DTD1_3cl,RWWYLEGWBNMMLJ-YSOARWBDSA-N,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,Remdesivir,3CL-PRO,5.907290543557418
P0DTD1_3cl,RVJIQAYFTOPTKK-UHFFFAOYSA-N,CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2,Debio-0932,3CL-PRO,5.905627387972179
P0DTD1_3cl,RCSLUNOLLUVOOG-NSHDSACASA-N,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)CC1C,R-82913,3CL-PRO,5.904506564679815
P0DTD1_3cl,ZWBTYMGEBZUQTK-PVLSIAFMSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,rifabutin,3CL-PRO,5.904095869578542
P0DTD1_3cl,IXXFZUPTQVDPPK-ZAWHAJPISA-N,CCC1OC(=O)C(C)(F)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)OC12C,solithromycin,3CL-PRO,5.9040513755889945
P0DTD1_3cl,CXQHYVUVSFXTMY-UHFFFAOYSA-N,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,Foretinib,3CL-PRO,5.903446883238801
P0DTD1_3cl,XWFCFMXQTBGXQW-GOSISDBHSA-N,O=C(O)c1cn(C2CC2)c2cc(N3CCC(O)(COc4ccc(N5CC(CO)OC5=O)cc4F)CC3)c(F)cc2c1=O,Cadazolid,3CL-PRO,5.902922289297967
P0DTD1_3cl,UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Bosutinib,3CL-PRO,5.9027415564708905
P0DTD1_3cl,NHTKGYOMICWFQZ-BBOXMAMFSA-N,CC(NP(=O)(OCC1OC(n2ccc(N)nc2=O)C(F)(F)C1O)Oc1ccccc1)C(=O)OCc1ccccc1,Fosgemcitabine palabenamide,3CL-PRO,5.9007199782139885
P0DTD1_3cl,WLAVZAAODLTUSW-UHFFFAOYSA-N,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1,Sitravatinib,3CL-PRO,5.895406895108508
P0DTD1_3cl,MUOKSQABCJCOPU-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,Silmitasertib,3CL-PRO,5.89231448396516
P0DTD1_3cl,VFCRKLWBYMDAED-REWPJTCUSA-N,CCCC(NC1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,Nirogacestat,3CL-PRO,5.884684642824015
P0DTD1_3cl,NXWASIVXQMMPLM-ZXMXYHOLSA-N,CNC(CNC(=O)N1CCCC(C(OCCNC(=O)OC)c2cccc(Cl)c2)C1)CC1CCCOC1,VTP-27999,3CL-PRO,5.884420870992649
P0DTD1_3cl,QDUIJCOKQCCXQY-WHJQOFBOSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CSC12)c1nsc(N)n1,cefozopran,3CL-PRO,5.883848595745232
P0DTD1_3cl,PWAUCHMQEXVFJR-PMAPCBKXSA-N,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,cefpiramide,3CL-PRO,5.883236064238036
P0DTD1_3cl,JDUBGYFRJFOXQC-KRWDZBQOSA-N,NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,Capivasertib,3CL-PRO,5.882945883337047
P0DTD1_3cl,DHRSMTKISIZCET-VYXZUABCSA-N,CC(C)N1C(=O)N(CC2CCOCC2)CC12CC1CCC(C2)N1CCCC(CC(=O)C1CCC(F)(F)CC1)c1ccccc1,VCH-286,3CL-PRO,5.879588605195638
P0DTD1_3cl,DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,Gedatolisib,3CL-PRO,5.8748801953789975
P0DTD1_3cl,MNABRWLVTSGIMU-FQEVSTJZSA-N,CC(=O)NCC1CN(c2ccc(OCC3(OP(=O)(O)O)CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)c(F)c2)C(=O)O1,MCB-3837,3CL-PRO,5.873829553046711
P0DTD1_3cl,OHUHVTCQTUDPIJ-JYCIKRDWSA-N,CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1,Ceralasertib,3CL-PRO,5.87361250771103
P0DTD1_3cl,YJQPYGGHQPGBLI-KGSXXDOSSA-N,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,Novobiocin,3CL-PRO,5.872375962500142
P0DTD1_3cl,DKORMNNYNRPTBJ-UHFFFAOYSA-N,Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1,TMC-353121,3CL-PRO,5.868782583344996
P0DTD1_3cl,ZFVRYNYOPQZKDG-UHFFFAOYSA-N,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(O)CC4)c3)c2C1,PF-04928473,3CL-PRO,5.86835532152991
P0DTD1_3cl,YTMOQFAFGKLYIW-CONSDPRKSA-N,CC(C)COC(=O)C(Cc1ccccc1)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)NC(Cc1ccccc1)C(=O)OCC(C)C,GS-9191,3CL-PRO,5.8669746590207605
P0DTD1_3cl,JSKFWUPVIZYJMR-UDOAKELVSA-N,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n(C4OC(CO)C(OC)C(O)C4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,Becatecarin,3CL-PRO,5.866835831005873
