uniprot_accession,standard_inchi_key,protein_fragment,drug_name,avg_predictions
P0DTD1_3cl,ZIMMTPFXOMAJTQ-UHFFFAOYSA-N,3CL-PRO,Apoptozole,5.80804389040633
P0DTD1_3cl,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,3CL-PRO,Fluoxetine,5.8077731778574275
P0DTD1_3cl,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,3CL-PRO,Tenofovir,5.777137259170689
P0DTD1_3cl,OLNTVTPDXPETLC-XPWALMASSA-N,3CL-PRO,Ezetimibe,5.761285881220163
P0DTD1_3cl,HDOVUKNUBWVHOX-QMMMGPOBSA-N,3CL-PRO,Valacyclovir,5.75826446392679
P0DTD1_3cl,GDLIGKIOYRNHDA-UHFFFAOYSA-N,3CL-PRO,Clomipramine,5.755589639023868
P0DTD1_3cl,BPZSYCZIITTYBL-UHFFFAOYSA-N,3CL-PRO,Formoterol,5.746217192926063
P0DTD1_3cl,FWYSMLBETOMXAG-QHCPKHFHSA-N,3CL-PRO,Letermovir,5.745337156596236
P0DTD1_3cl,MQTOSJVFKKJCRP-BICOPXKESA-N,3CL-PRO,Azithromycin,5.737824065289873
P0DTD1_3cl,PUFQVTATUTYEAL-UHFFFAOYSA-N,3CL-PRO,Dibucaine,5.735464271820455
P0DTD1_3cl,YOSHYTLCDANDAN-UHFFFAOYSA-N,3CL-PRO,Irbesartan,5.732045678829945
P0DTD1_3cl,FIHJKUPKCHIPAT-AHIGJZGOSA-N,3CL-PRO,Artesunate,5.727372546046462
P0DTD1_3cl,AMFDITJFBUXZQN-KUBHLMPHSA-N,3CL-PRO,BCX4430-(Galidesivir),5.719932134641551
P0DTD1_3cl,JTEGQNOMFQHVDC-NKWVEPMBSA-N,3CL-PRO,Lamivudine,5.706687715966771
P0DTD1_3cl,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,3CL-PRO,Dasatinib,5.701634747071695
P0DTD1_3cl,KCFYEAOKVJSACF-UHFFFAOYSA-N,3CL-PRO,Arbidol-(Umifenovir),5.696527121864646
P0DTD1_3cl,RYYVLZVUVIJVGH-UHFFFAOYSA-N,3CL-PRO,Caffeine,5.6943899981231665
P0DTD1_3cl,VHVPQPYKVGDNFY-ZPGVKDDISA-N,3CL-PRO,Itraconazole,5.690426043264307
P0DTD1_3cl,LPLVUJXQOOQHMX-QWBHMCJMSA-N,3CL-PRO,Glycyrrhizin,5.684500487171485
P0DTD1_3cl,IWVRVEIKCBFZNF-UHFFFAOYSA-N,3CL-PRO,Pirlindole,5.678482121261373
P0DTD1_3cl,QFJCIRLUMZQUOT-HPLJOQBZSA-N,3CL-PRO,Rapamycin-(Sirolimus),5.663283979348836
P0DTD1_3cl,GPKJTRJOBQGKQK-UHFFFAOYSA-N,3CL-PRO,Quinacrine,5.6557089032512575
P0DTD1_3cl,AUVVAXYIELKVAI-CKBKHPSWSA-N,3CL-PRO,Emetine,5.650468543642653
P0DTD1_3cl,GVKXFVCXBFGBCD-QKDMMWSPSA-N,3CL-PRO,Silvestrol,5.641205861895102
P0DTD1_3cl,FCCNSUIJIOOXEZ-SJYYZXOBSA-N,3CL-PRO,Pentosan-polysulfate,5.638960136301483
P0DTD1_3cl,ARAIBEBZBOPLMB-UFGQHTETSA-N,3CL-PRO,Zanamivir,5.626342487211667
P0DTD1_3cl,AKJHMTWEGVYYSE-FXILSDISSA-N,3CL-PRO,4-HPR-(Fenretinide),5.6191534865529915
P0DTD1_3cl,YBHILYKTIRIUTE-UHFFFAOYSA-N,3CL-PRO,Berberine,5.617479847528546
P0DTD1_3cl,XASIMHXSUQUHLV-UHFFFAOYSA-N,3CL-PRO,Camostat,5.612665511881395
P0DTD1_3cl,XFCLJVABOIYOMF-QPLCGJKRSA-N,3CL-PRO,Toremifene,5.607356342753631
P0DTD1_3cl,VHOGYURTWQBHIL-UHFFFAOYSA-N,3CL-PRO,Leflunomide,5.60587914440786
P0DTD1_3cl,PVTHJAPFENJVNC-UQTMRZPGSA-N,3CL-PRO,Kasugamycin,5.602945218072611
P0DTD1_3cl,VSJKWCGYPAHWDS-FQEVSTJZSA-N,3CL-PRO,Camptothecin,5.597300909382409
P0DTD1_3cl,KQOXLKOJHVFTRN-UHFFFAOYSA-N,3CL-PRO,Pleconaril,5.570716394008622
P0DTD1_3cl,YVPXVXANRNDGTA-WDYNHAJCSA-N,3CL-PRO,Cepharanthine,5.569982484296403
P0DTD1_3cl,XSDQTOBWRPYKKA-UHFFFAOYSA-N,3CL-PRO,EIPA-(amiloride),5.5695375589251555
P0DTD1_3cl,RYMZZMVNJRMUDD-HGQWONQESA-N,3CL-PRO,Simvastatin,5.542166892874933
P0DTD1_3cl,TTZHDVOVKQGIBA-IQWMDFIBSA-N,3CL-PRO,Sofosbuvir,5.540154036361299
P0DTD1_3cl,XGALLCVXEZPNRQ-UHFFFAOYSA-N,3CL-PRO,Gefitinib,5.527977054811575
P0DTD1_3cl,NMUSYJAQQFHJEW-KVTDHHQDSA-N,3CL-PRO,Azacitidine,5.521674289479498
P0DTD1_3cl,RHMXXJGYXNZAPX-UHFFFAOYSA-N,3CL-PRO,Emodin,5.520049973707359
P0DTD1_3cl,MKUXAQIIEYXACX-UHFFFAOYSA-N,3CL-PRO,Aciclovir,5.511050619875927
P0DTD1_3cl,WINHZLLDWRZWRT-ATVHPVEESA-N,3CL-PRO,Sunitinib,5.510317820115068
P0DTD1_3cl,NOWRLNPOENZFHP-ARHDFHRDSA-N,3CL-PRO,N-MCT,5.50861594821741
P0DTD1_3cl,HYFHYPWGAURHIV-JFIAXGOJSA-N,3CL-PRO,Homoharringtonine,5.506256092033368
P0DTD1_3cl,BUGYDGFZZOZRHP-UHFFFAOYSA-N,3CL-PRO,Memantine,5.505968792900552
P0DTD1_3cl,ZJAOAACCNHFJAH-UHFFFAOYSA-N,3CL-PRO,Foscarnet,5.505065265336084
P0DTD1_3cl,NKANXQFJJICGDU-QPLCGJKRSA-N,3CL-PRO,Tamoxifen,5.504031047710532
P0DTD1_3cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N,3CL-PRO,Hexachlorophene,5.501657967206816
P0DTD1_3cl,BTIHMVBBUGXLCJ-OAHLLOKOSA-N,3CL-PRO,Roscovitine-(Seliciclib),5.494659863898486
P0DTD1_3cl,ANEBWFXPVPTEET-UHFFFAOYSA-N,3CL-PRO,Manidipine,5.474692136672041
P0DTD1_3cl,PCZOHLXUXFIOCF-BXMDZJJMSA-N,3CL-PRO,Lovastatin,5.445303320929268
P0DTD1_3cl,SDUQYLNIPVEERB-QPPQHZFASA-N,3CL-PRO,Gemcitabine,5.437879969119309
P0DTD1_3cl,VMEJANRODATDOF-UHFFFAOYSA-N,3CL-PRO,Diphyllin,5.437027694687356
P0DTD1_3cl,VLCYCQAOQCDTCN-UHFFFAOYSA-N,3CL-PRO,Eflornithine,5.426965063036143
P0DTD1_3cl,UTNUDOFZCWSZMS-YFHOEESVSA-N,3CL-PRO,Teriflunomide,5.417126482694714
P0DTD1_3cl,QQOBRRFOVWGIMD-OJAKKHQRSA-N,3CL-PRO,Azaribine,5.416000373516508
P0DTD1_3cl,HPNSFSBZBAHARI-RUDMXATFSA-N,3CL-PRO,Mycophenolic-acid,5.41065051936084
P0DTD1_3cl,IRSCQMHQWWYFCW-UHFFFAOYSA-N,3CL-PRO,Ganciclovir,5.404849737422589
P0DTD1_3cl,MQQNFDZXWVTQEH-UHFFFAOYSA-N,3CL-PRO,Nafamostat,5.4016438428001905
P0DTD1_3cl,UIEATEWHFDRYRU-UHFFFAOYSA-N,3CL-PRO,Bepridil,5.390528964824421
P0DTD1_3cl,CGIGDMFJXJATDK-UHFFFAOYSA-N,3CL-PRO,Indomethacin,5.383522069409269
P0DTD1_3cl,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,3CL-PRO,Chlorpromazine,5.374298801498886
P0DTD1_3cl,JFIOVJDNOJYLKP-UHFFFAOYSA-N,3CL-PRO,Bithionol,5.371143152815004
P0DTD1_3cl,IWUCXVSUMQZMFG-AFCXAGJDSA-N,3CL-PRO,Ribavirin,5.370144044635852
P0DTD1_3cl,OUKYUETWWIPKQR-UHFFFAOYSA-N,3CL-PRO,Saracatinib,5.332873870715829
P0DTD1_3cl,YJQPYGGHQPGBLI-KGSXXDOSSA-N,3CL-PRO,Novobiocin,5.316444931306803
P0DTD1_3cl,KTUFNOKKBVMGRW-UHFFFAOYSA-N,3CL-PRO,Imatinib,5.281469168917527
P0DTD1_3cl,YQNQNVDNTFHQSW-UHFFFAOYSA-N,3CL-PRO,Nitazoxanide,5.242149098741277
P0DTD1_3cl,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,3CL-PRO,Favipiravir,5.194707078180544
P0DTD1_3cl,XZWYZXLIPXDOLR-UHFFFAOYSA-N,3CL-PRO,Metformin,5.13981447627034
P0DTD1_3cl,IQPNAANSBPBGFQ-UHFFFAOYSA-N,3CL-PRO,Luteolin,5.132212793441581
P0DTD1_3cl,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,3CL-PRO,Acetylsalicylic-acid,5.090164150713751
